Image1,Image2,Label
"Arc_de_T\back\People in the Tuileries Gardens, Paris 2014.jpg",Arc_de_T\front\Arc de Triomphe du Carrousel - panoramio (2).jpg,False
Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 002.jpg,"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 14 July 2016 002.jpg",False
Arc_de_T\back\Paris Arc de Triomphe du Carrousel - 1912.jpg,Arc_de_T\back\Tuilerieën 1.JPG,True
"Arc_de_T\front\Arc de Triomphe du Carrousel, 1831.jpg","Arc_de_T\right\La Paix de Presbourg by Jacques-Philippe Le Sueur, 15 August 2013.jpg",False
"Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 001.jpg","Arc_de_T\back\Paris, Arc De Triomphe Du Carrousel. (110-68)-Paris, Arc De Triomphe Du Carrousel. (110-68) (NBY 420925).jpg",True
Arc_de_T\front\Arc de triomphe du Carrousel 1.jpg,Arc_de_T\front\Carrousel 2.jpg,True
Arc_de_T\right\Paris - Arc de Triomphe du Carrousel - PA00085992 - 040.jpg,Arc_de_T\back\Concorde - Arch.jpg,False
Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 813.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel, 21 August 2013.jpg",False
Arc_de_T\back\Louvre Gate.jpg,Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel - panoramio.jpg,False
Arc_de_T\front\Paris 20080801 - Arc de Triomphe du Carrousel.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 8.jpg,True
"Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 002.jpg","Arc_de_T\front_left\Paris, July 1974 - Arc de Triomphe du Carrousel 02.jpg",False
"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 24 June 2009.jpg",Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel - panoramio (1).jpg,False
"Arc_de_T\front_right\Arc de Triomphe du Carrousel, Paris May 2009 001.jpg",Arc_de_T\front\Arch of the Carrousel (8183492983).jpg,False
"Arc_de_T\front_right\Arc de Triomphe du Carrousel, 5 October 2009.jpg","Arc_de_T\front_left\LOUVRE, Place du Carrousel, Arc de triomphe de Carrousel, Paris (2).jpg",False
Arc_de_T\front_right\Place du Carrousel.JPG,Arc_de_T\back\Paris Louvre Arc du Triomphe du Caroussel 1.jpg,False
"Arc_de_T\back\Allée centrale du jardin des Tuileries, Paris 15 July 2006.jpg",Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 6.jpg,True
Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel SW 01a.jpg,Arc_de_T\right\Relief Traité Presbourg arc Carrousel Paris.jpg,False
Arc_de_T\front_right\Arc de Triomphe du Carrousel 2006.jpg,"Arc_de_T\front_right\Arc de Triomphe du Carrousel, Paris 1979.jpg",True
Arc_de_T\front\Carrousel 30 mars 2019.jpg,Arc_de_T\front_left\Arc de Triomphe du Carrousel.000 - Paris.jpg,False
"Arc_de_T\front\Arc de Triomphe du Carrousel, 7 October 2012.jpg","Arc_de_T\back\Arc de Triomphe du Carrousel, Paris 2006.jpg",False
Arc_de_T\front_right\Arc de Triomphe du Carrousel in 2009 (3385423948).jpg,"Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel, 8 October 2011.jpg",False
Arc_de_T\back\Paris 75001 Jardins du Carrousel 20120101 Arc de Triomphe.jpg,Arc_de_T\front\Arc de Triomphe du Carrousel (575619247).jpg,False
"Arc_de_T\back\Testard, Aspect général de Paris 2, 1860.jpg",Arc_de_T\front\Paris 20080801 - Arc de Triomphe du Carrousel.jpg,False
Arc_de_T\front_right\Arc de Triomphe du Carrousel 001.jpg,"Arc_de_T\back\Paris, Arc De Triomphe Du Carrousel. (110-68)-Paris, Arc De Triomphe Du Carrousel. (110-68) (NBY 420925).jpg",False
"Arc_de_T\back\Arc de Triomphe du Carrousel and Louvre, Paris 8 March 2015.jpg",Arc_de_T\front\Arc de triomphe du Carrousel Face avant.jpg,False
Arc_de_T\front\Arc de Triomphe du Carrousel - panoramio.jpg,Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 802.jpg,False
Arc_de_T\back\Paris - Louvre 1.jpg,Arc_de_T\back\Musee de louvre paris - panoramio.jpg,True
Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 815.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel, 21 August 2013.jpg",False
Arc_de_T\front\Paris 20080801 - Arc de Triomphe du Carrousel.jpg,Arc_de_T\front_left\Arc de Triomphe du Carrousel.003 - Paris.jpg,False
Arc_de_T\back\Paris Sous la neige (42938743524).jpg,Arc_de_T\right\Relief Traité Presbourg arc Carrousel Paris.jpg,False
"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 3 August 2020.jpg","Arc_de_T\front\Édouard Baldus, Arc du Carrousel (No. 15) - Getty Museum.jpg",True
"Arc_de_T\front_left\P1090012 France, Paris, le pavillon de Flore, un élément du Louvre, l'Arc du Carrousel et la tour Eiffel au loin (5629161511).jpg","Arc_de_T\back\Allée centrale du jardin des Tuileries, Paris 15 July 2006.jpg",False
Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 16.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel, Paris May 2009 003.jpg",False
Arc_de_T\front\Arc de Triomphe du Carrousel (46819412131).jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 4.jpg,True
"Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel, 8 October 2011.jpg","Arc_de_T\back\P1080420 France, Paris, façade ouest de l'Arc de Triomphe du Carrousel et le Louvre, vus du jardin des Tuileries (5629162727).jpg",False
Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 7.jpg,Arc_de_T\front_right\Jielbeaumadier arc de triomphe du carrousel est paris 2008.jpg,False
Arc_de_T\front_left\Arc de Triomphe du Carrousel.002 - Paris.jpg,"Arc_de_T\front\Paris, July 1974 - Arc de Triomphe du Carrousel 03.jpg",False
Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 002.jpg,"Arc_de_T\front_left\Achille Quinet, Arc du Carrousel, c. 1870.jpg",False
Arc_de_T\back\Tuilerieën 1.JPG,"Arc_de_T\back\Large round basin of Jardin des Tuileries, June 2010.jpg",True
Arc_de_T\front_right\Jielbeaumadier arc de triomphe du carrousel est paris 2008.jpg,"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris, France - panoramio (66).jpg",False
Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 000.jpg,Arc_de_T\back\May 2006 in Paris IMG 0571 (162330979).jpg,False
Arc_de_T\front_left\Caroussel HDR2 (6881555676).jpg,Arc_de_T\front_left\Arco de Triunfo del Carrousel (14607100596).jpg,True
Arc_de_T\front_right\Arc de Triomphe du Carrousel - Tuilleries.jpg,Arc_de_T\back\Paris Sous la neige (42938743524).jpg,False
Arc_de_T\front\Arc de Triomphe du Carrousel - panoramio (2).jpg,Arc_de_T\front_left\Arco de Triunfo del Carrousel (14607100596).jpg,False
Arc_de_T\back\Musee de louvre paris - panoramio.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 10.jpg,False
Arc_de_T\front\Paris arc du carrousel - 1900.jpg,"Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 003.jpg",False
Arc_de_T\back\Paris Arc de Triomphe du Carrousel - 1912.jpg,Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel SW 01c.jpg,False
Arc_de_T\back\Carrusel del Louvre - París (4757352447).jpg,Arc_de_T\front\Arc de Triomphe du Carrousel (46819412131).jpg,False
Arc_de_T\front_left\Арка на площади Каррузель (Place du Carrousel) - panoramio.jpg,Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 5.jpg,False
Arc_de_T\front_right\Louvre Museum and Arc de Triomph.JPG,Arc_de_T\back\Jielbeaumadier arc de triomphe du carrousel ouest paris 2008.jpg,False
Arc_de_T\back\Paris Arc du Carrousel W 01a.jpg,"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 25 April 2012.jpg",False
Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel - panoramio.jpg,"Arc_de_T\front\L'arc fait la roue, Paris 1 mai 2016.jpg",False
Arc_de_T\back\Paris - Louvre 1.jpg,Arc_de_T\front_left\Jardín des Tuileries (París).jpg,False
"Arc_de_T\left\The Arc de Triomphe du Carrousel, Paris 26 September 2013.jpg","Arc_de_T\left\Paris, Arc de Triomphe du Carrousel, 22 July 2008.jpg",True
"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 19 April 2010.jpg",Arc_de_T\front_right\Paris - Palais du Louvre - PA00085992 - 452.jpg,False
"Arc_de_T\back\Arc de Triomphe du Carrousel and Louvre, Paris 8 March 2015.jpg",Arc_de_T\front_right\Paris - Palais du Louvre - PA00085992 - 458.jpg,False
Arc_de_T\back\PARIS - Arc de Triomphe du Carrousel.jpg,"Arc_de_T\front_right\Baptiste Guerard, Views of Paris and Venice - Arc de Triomphe du Carrousel, ca. 1860–69.jpg",False
Arc_de_T\front\Arc de triomphe du carrousel and louvre.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 17.jpg,True
"Arc_de_T\front_left\Achille Quinet, Arc du Carrousel, c. 1870.jpg",Arc_de_T\back\FW Arc de Triomphe du Carrousel1.jpg,False
Arc_de_T\front_right\Arc de Triomphe du Carrousel - Tuilleries.jpg,Arc_de_T\front\Paris July 2011-28a.jpg,False
Arc_de_T\back\Paris (48383871527).jpg,Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 5.jpg,True
Arc_de_T\front_left\Arco de Triunfo del Carrousel (14607100596).jpg,Arc_de_T\front\Paris December 2012-4.jpg,False
Arc_de_T\front_right\Paris - Arc de triomphe du Carrousel (31064654990).jpg,Arc_de_T\back\Outside the Musee du Louvre (2519444508).jpg,False
"Arc_de_T\front\Arc du Carrousel, Paris 22 May 2014.jpg",Arc_de_T\front\Upper part of Arc de triomphe du Carrousel.jpg,True
"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 14 July 2016 002.jpg",Arc_de_T\front_right\Arc de Triomphe du Carrousel (8447717305).jpg,False
Arc_de_T\right\Relief Traité Presbourg arc Carrousel Paris.jpg,Arc_de_T\front_left\Arc de triomphe du carrousel in Paris France.jpg,False
Arc_de_T\right\Arc de triomphe du Carrousel - Ensemble - Paris 01 - Médiathèque de l'architecture et du patrimoine - APMH00037637.jpg,Arc_de_T\front_left\Caroussel HDR2 (6881555676).jpg,False
"Arc_de_T\back\Arc de Triomphe du Carrousel from Tuileries, Paris 16 April 2014 002.jpg",Arc_de_T\front_left\Arc de Triomphe du Carrousel (29663955354).jpg,False
"Arc_de_T\front\Arc de Triomphe in Parijs Paris. Arc de Triomphe du Caroussel (titel op object), RP-F-F01886.jpg",Arc_de_T\front\Paris - Arc de Triomphe du Carrousel - panoramio.jpg,True
"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 13 June 2014.jpg",Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 002.jpg,False
"Arc_de_T\front\France - Paris, Tuileries Arch - panoramio.jpg","Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel, 8 October 2011.jpg",False
Arc_de_T\front\Paris - Arc de Triomphe du Carrousel - panoramio.jpg,Arc_de_T\front_left\Paris 75001 Place du Carrousel Arc de Triomphe.jpg,False
Arc_de_T\front\Tuirelies Garden 5.jpg,Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 001.jpg,False
Arc_de_T\front_right\Place du Carrousel.JPG,"Arc_de_T\left\Paris, Arc de Triomphe du Carrousel, July 22, 2008.jpg",False
Arc_de_T\front\Outside the Musee du Louvre (2518666275).jpg,Arc_de_T\front\L' Arc de Triomphe du Carrousel.jpg,True
Arc_de_T\front\Arc de triomphe du carrousel and louvre.jpg,Arc_de_T\front\Paris - Arc de Triomphe du Carrousel - panoramio (1).jpg,True
Arc_de_T\front\État actuel de la place du Carrousel.jpg,"Arc_de_T\front_left\Paris, France. PALAIS DU LOUVRE. ARC DE TRIOMPHE DU CARROUSEL (PA00085992).jpg",False
Arc_de_T\front\Parigi - Arc du Carrousel - panoramio.jpg,"Arc_de_T\back\Looking at the Louvre through the Arc de Triomphe du Carrousel, 18 October 2010.jpg",False
Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 1.jpg,Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 2.jpg,True
"Arc_de_T\back\Jardin des Tuileries, Paris, France - panoramio (71).jpg","Arc_de_T\back\Paris, Arc de Triomphe du Carrousel 2014-12.jpg",True
Arc_de_T\front_left\Arc de Triomphe du Carrousel in 2013.02.jpg,Arc_de_T\front\Arc de triomphe du Carousel.jpg,False
"Arc_de_T\front\Arc de Triomphe du Carrousel, Louvre, Paris 2007.jpg","Arc_de_T\front_right\Arc de Triomphe du Carrousel, 5 October 2009.jpg",False
Arc_de_T\front\Arc de Triomphe du Carrousel 1890-1900.jpg,"Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 004.jpg",False
Arc_de_T\front_right\Paris 238.jpg,"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris April 25, 2012.jpg",False
"Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel, 8 October 2011.jpg",Arc_de_T\front\Outside the Musee du Louvre (2518666275).jpg,False
Arc_de_T\front_left\Paris - Arc de Triomphe du Carrousel - PA00085992 - 018.jpg,"Arc_de_T\back\Back view of the Arc de Triomphe du Carrousel, Paris 1981.jpg",False
Arc_de_T\back\Arc Triomphe Carrousel - Paris I (FR75) - 2021-05-31 - 1.jpg,"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 20 August 2006.jpg",False
Arc_de_T\front_left\ParisInTheWind.jpg,Arc_de_T\front_left\Paris - Arc de Triomphe du Carrousel - PA00085992 - 018.jpg,True
Arc_de_T\front\Arc du Carrousel - Paris 1980.jpg,Arc_de_T\front_right\Paris - Palais du Louvre - PA00085992 - 452.jpg,False
Arc_de_T\front\Paris 75001 Arc de Triomphe du Carrousel z.jpg,Arc_de_T\front\Paris - Arc de Triomphe du Carrousel - PA00085992 - 028.jpg,True
Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 652.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 7.jpg,False
"Arc_de_T\left\Paris, Arc de Triomphe du Carrousel, July 22, 2008.jpg",Arc_de_T\front_left\Арка на площади Каррузель (Place du Carrousel) - panoramio.jpg,False
"Arc_de_T\front\Outside the Musee du Louvre, May 2008.jpg",Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 3.jpg,True
Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 8.jpg,"Arc_de_T\front_left\Paris Arc de Triomphe du Carrousel, 8 October 2011.jpg",False
Arc_de_T\front\2021-07-17 12-18-23 Louvre-Paris.jpg,Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 8.jpg,False
Arc_de_T\front\Outside the Musee du Louvre (2519460838).jpg,Arc_de_T\front_left\Carrousel du Louvre.jpg,False
Arc_de_T\front_right\Place du Carrousel.JPG,Arc_de_T\front\Paris (75) Arc de Triomphe du Carrousel.JPG,False
"Arc_de_T\front\Triomphe du Carrousel, 28 February 2010 - panoramio.jpg",Arc_de_T\front_right\Place du Carrousel.JPG,False
"Arc_de_T\front_left\Paris, July 1974 - Arc de Triomphe du Carrousel 02.jpg",Arc_de_T\back\May 2006 in Paris IMG 0571 (162330979).jpg,False
Arc_de_T\front\Arc de triomph du Carrousel.JPG,Arc_de_T\front_left\Arc de Triomphe du Carrousel.000 - Paris.jpg,False
"Arc_de_T\front_right\Baptiste Guerard, Views of Paris and Venice - Arc de Triomphe du Carrousel, ca. 1860–69.jpg",Arc_de_T\front_left\Arc de Triomphe du Carrousel 2009.jpg,False
Arc_de_T\front_left\Paris December 2012-6.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 10.jpg,False
Arc_de_T\front\Arc de Triomphe du Carrousel - Spring 2007.jpg,Arc_de_T\front\Outside the Musee du Louvre (2519460838).jpg,True
Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 4.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 3.jpg,False
Arc_de_T\back\Paris (48383871527).jpg,Arc_de_T\back\Louvre Gate 2.jpg,True
"Arc_de_T\back\P1080420 France, Paris, façade ouest de l'Arc de Triomphe du Carrousel et le Louvre, vus du jardin des Tuileries (5629162727).jpg","Arc_de_T\front\Arc de Triomphe du Carrousel, 7 October 2012.jpg",False
"Arc_de_T\back\Looking at the Louvre through the Arc de Triomphe du Carrousel, 18 October 2010.jpg","Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 004.jpg",True
"Arc_de_T\front_left\Arc de Triomphe du Carrousel at Night, Paris 2012.jpg",Arc_de_T\right\Relief Traité Presbourg arc Carrousel Paris.jpg,False
"Arc_de_T\front_right\Arc de Triomphe du Carrousel, Paris 1979.jpg",Arc_de_T\right\Arc du Carrousel - Paris - Médiathèque de l'architecture et du patrimoine - APMH00006676.jpg,False
Arc_de_T\front_left\法國羅浮宮83.jpg,Arc_de_T\right\Arc de triomphe du Carrousel - Ensemble - Paris 01 - Médiathèque de l'architecture et du patrimoine - APMH00037637.jpg,False
Arc_de_T\front_right\Paris Luk Triumfalny Carrousel.jpg,Arc_de_T\front_left\Arc de Triomphe du Carrousel (31179511275).jpg,False
Arc_de_T\back\Arc Triomphe Carrousel façade ouest Paris 4.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel from Tuileries, Paris 16 April 2014 001.jpg",True
Arc_de_T\front_right\Paris - Arc de Triomphe du Carrousel - PA00085992 - 036.jpg,Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel SW 01d.jpg,True
"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 25 April 2012.jpg",Arc_de_T\back\Musee de louvre paris - panoramio.jpg,False
Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 000.jpg,Arc_de_T\front\Paris (75) Arc de Triomphe du Carrousel.JPG,False
Arc_de_T\back\Paris 75001 Jardins du Carrousel 20120101 Arc de Triomphe.jpg,Arc_de_T\front\Arc de Triomphe du Carrousel (27709242844).jpg,False
Arc_de_T\front_right\The arc de triomphe du Carrousel seen from the grande galerie of Louvre museum.jpg,Arc_de_T\right\Gros plan sur le flan gauche de l'Arc de Triomphe du Carrousel.jpg,False
Arc_de_T\front_right\Carrousel louvre paris.jpg,"Arc_de_T\front\Arc du Carrousel, Paris 22 May 2014.jpg",False
Arc_de_T\front_left\Arc de Triomphe du Carrousel (31179511275).jpg,"Arc_de_T\front\Chateau des Tuileries, côté du carrousel, ca. 1833-39.jpg",False
Arc_de_T\front\Arc de Triomphe du Carrousel.jpg,Arc_de_T\back\Musée du Louvre - arc de triomphe du Carrousel (Paris) (2).jpg,False
"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 14 July 2016 001.jpg",Arc_de_T\front_left\Paris-Arc de Triomphe du Carrousel-108-2017-gje.jpg,False
Arc_de_T\front_left\PA00085992 carrousel du louvre.jpg,Arc_de_T\front_left\From Louvre to the Eiffel Tower.jpg,True
"Arc_de_T\front_right\Baptiste Guerard, Views of Paris and Venice - Arc de Triomphe du Carrousel, ca. 1860–69.jpg",Arc_de_T\front_left\Carrousel (32579996374).jpg,False
"Arc_de_T\front_left\Outside of Museum Louvre. Paris, France.jpg","Arc_de_T\front\Arc de Triomphe du Carrousel, Louvre, Paris 2007.jpg",False
"Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 002.jpg","Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 19 April 2010 B.jpg",False
Arc_de_T\back\May 2006 in Paris IMG 0571 (162330979).jpg,"Arc_de_T\front_right\Arc de Triomphe du Carrousel, Paris May 2009 001.jpg",False
Arc_de_T\front_left\Concorde - Sun thru Arch.jpg,Arc_de_T\front\Outside the Musee du Louvre (2668069166).jpg,False
Arc_de_T\left\Entry to Vienna Deseine Arc du Carrousel.jpg,Arc_de_T\front_right\Revuesousl'empire.JPG,False
Arc_de_T\back\Paris - Le Louvre et Arc de Triomphe du Carrousel (tone-mapping).jpg,Arc_de_T\front_right\Pierre Puget et l'arc de triomphe du Carrousel.jpg,False
"Arc_de_T\front\France, Paris, l'emplacement de la pyramide inversée, l'arc de triomphe du Carrousel en arrière, et le Pavillon de Marsan à droite.jpg",Arc_de_T\front_left\Arc de Triomphe du Carrousel.004 - Paris.jpg,False
"Arc_de_T\front_right\Arc de Triomphe du Carrousel, 5 October 2009.jpg",Arc_de_T\front_left\Arc de Triomphe du Carrousel (31179511275).jpg,False
"Arc_de_T\back\Arc de Triomphe du Carrousel, Paris July 2014.jpg",Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel SW 01d.jpg,False
Arc_de_T\back\Paris - Le Louvre et Arc de Triomphe du Carrousel (tone-mapping).jpg,Arc_de_T\front_right\Arc de Triomphe du Carrousel 12 June 2006.jpg,False
Arc_de_T\front\L' Arc de Triomphe du Carrousel.jpg,"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 13 June 2014.jpg",False
Arc_de_T\front\2021-07-17 12-18-23 Louvre-Paris.jpg,Arc_de_T\left\Entrée à Vienne - Arc de Triomphe du Carrousel @ Paris (34406096271).jpg,False
Arc_de_T\front\Upper part of Arc de triomphe du Carrousel.jpg,Arc_de_T\front_right\The arc de triomphe du Carrousel seen from the grande galerie of Louvre museum.jpg,False
Arc_de_T\front_right\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 002.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 10.jpg,False
Arc_de_T\front\Arc de triomphe du carrousel-paris.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel from Tuileries, Paris 2 August 2015.jpg",False
"Arc_de_T\front\Arc de Triomphe du Carrousel, Paris 14 July 2016 002.jpg",Arc_de_T\front\Carrousel arc ligne.jpg,True
"Arc_de_T\back\Paris moderne. Les Tuileries, le Louvre, et la rue de Rivoli, vue prise du Jardin des Tuileries 2.jpg",Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 2.jpg,False
Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 1.jpg,Arc_de_T\back\Francia (Lourvre).jpg,False
"Arc_de_T\front\Arc de Triomphe du Carrousel, 1831.jpg","Arc_de_T\left\The Arc de Triomphe du Carrousel, Paris 26 September 2013.jpg",False
Arc_de_T\front\2021-07-17 12-18-23 Louvre-Paris.jpg,"Arc_de_T\front\Arc de Triomphe, du Carrousel, Paris, France-LCCN2001698548.jpg",True
"Arc_de_T\front\Paris, le plan deau autour de la pyramide avec lArc de triomphe du Carrousel au loin et la statue équestre de Louis XIV.jpg",Arc_de_T\front\Carrousel du louvre.JPG,True
"Arc_de_T\back\Arc de Triomphe du Carrousel from Tuileries, Paris 16 April 2014 001.jpg","Arc_de_T\back\Large round basin of Jardin des Tuileries, Paris 2 August 2015 004.jpg",True
Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 2.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 10.jpg,True
Arc_de_T\front_left\Arc de Triomphe du Carrousel - panoramio (4).jpg,"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 20 August 2006.jpg",True
"Arc_de_T\front_left\Arc de Triomphe du Carrousel, Paris 20 August 2006.jpg",Arc_de_T\front_right\Arc de Triomphe du Carrousel - panoramio (1).jpg,False
Arc_de_T\right\Paris - Arc de Triomphe du Carrousel - PA00085992 - 052.jpg,"Arc_de_T\front_right\Arc de Triomphe du Carrousel, Paris 16 April 2014.jpg",False
"Arc_de_T\front\Édouard Baldus, Arc de Triomphe du Carrousel, between 1851 and 1870.jpg",Arc_de_T\front\Paris - Jardin des Tuileries - Arc de Triomphe du Carrousel - PA00085992 - 003.jpg,True
Arc_de_T\front\Arc de Triomphe du Carrousel (46819412131).jpg,Arc_de_T\front_right\Paris Arc de Triomphe du Carrousel SW 01b.jpg,False
"Arc_de_T\back\Street vendor, Jardin des Tuileries, Paris 23 August 2016.jpg","Arc_de_T\back\Arc de Triomphe du Carrousel from Tuileries, Paris October 2011.jpg",True
Arc_de_T\front\Paris Louvre Arc du Triomphe du Caroussel 4.jpg,Arc_de_T\front_left\Arc de Triomphe du Carrousel.003 - Paris.jpg,False
Arc_de_T\front\AdTdC2007.jpg,Arc_de_T\front\AdT du Carrousel.jpg,True
Arc_de_T\front_right\The Arc de Triomphe du Carrousel - panoramio.jpg,Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 815.jpg,False
Arc_de_T\front\AdT du Carrousel.jpg,"Arc_de_T\front_right\Baptiste Guerard, Views of Paris and Venice - Arc de Triomphe du Carrousel, ca. 1860–69.jpg",False
Arc_de_T\front\Outside the Musee du Louvre (2518666275).jpg,Arc_de_T\front_right\Arc de Triomphe du Carrousel in 2009 (3385423948).jpg,False
Arc_de_T\front_left\Paris 06 2012 Arc de Triomphe du Carrousel 2944.jpg,Arc_de_T\back\PARIS - Arc de Triomphe du Carrousel.jpg,False
Arc_de_T\back\Concorde - Arch.jpg,Arc_de_T\right\Paris - Arc de Triomphe du Carrousel - PA00085992 - 052.jpg,False
Arc_de_T\back\Carrusel del Louvre - París (4757352447).jpg,"Arc_de_T\back\Jardin des Tuileries, 2012, by night (3).JPG",True
Arc_de_T\front\Paris September 2016 IMGL0617 (29535568880).jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 10.jpg,True
Arc_de_T\front_right\Paris 238.jpg,Arc_de_T\front_left\Arc de Triomphe du Carrousel.001 - Paris.jpg,False
Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 4.jpg,Arc_de_T\back\Musee de louvre paris - panoramio.jpg,False
"Arc_de_T\front\Paris, le plan deau autour de la pyramide avec lArc de triomphe du Carrousel au loin et la statue équestre de Louis XIV.jpg",Arc_de_T\front\Arc de Triomphe du Carrousel-Paris356.jpg,True
"Arc_de_T\front\Arc de Triomphe, du Carrousel, Paris, France-LCCN2001698548.jpg",Arc_de_T\front\Carrousel 30 mars 2019.jpg,True
"Arc_de_T\front\Arc de Triomphe in Parijs Paris. Arc de Triomphe du Caroussel (titel op object), RP-F-F01886.jpg",Arc_de_T\front\Arch of the Carrousel (8183492983).jpg,True
Arc_de_T\front_left\Arc de Triomphe du Carrousel.002 - Paris.jpg,Arc_de_T\front_left\Carrousel (32579996374).jpg,True
Arc_de_T\front\Paris - Arc de Triomphe du Carrousel - panoramio.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 11.jpg,True
"Arc_de_T\front\Édouard Baldus, Arc du Carrousel (No. 15) - Getty Museum.jpg","Arc_de_T\front\Ceiling of room 76, Louvre 25 November 2011 A.jpg",True
Arc_de_T\front_left\Arc de Triomphe du Carrousel (49630554346).jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 16.jpg,False
Arc_de_T\front\Carrousel 30 mars 2019.jpg,Arc_de_T\front\Arc Triomphe Carrousel façade est Paris 18.jpg,True
Arc_de_T\front\Paris December 2012-4.jpg,"Arc_de_T\back\Arc de Triomphe du Carrousel, 21 August 2013.jpg",False
"Arc_de_T\back\Arc de Triomphe du Carrousel, Paris 2006.jpg",Arc_de_T\front_left\Paris - Palais du Louvre - PA00085992 - 802.jpg,False
